9.16,15.39,17.05,17.22,16.96,16.96,17.03,17.04,17.11,17.19,17.26,17.25,16.85,16.46,16.65,17.01,17.12,17.02,16.98,17.17,17.27,17.3,17.33,17.26,17.22,17.29,17.35,17.43,17.44,17.29
14.99,14.25,13.54,13.8,13.84,13.8,13.83,13.83,14.03,13.95,13.78,13.67,12.39,11.71,12.08,12.84,13.28,11.8,11.84,12.74,12.71,12.87,12.41,11.82,11.82,12.04,11.63,11.8,11.95,10.51
1.19,1.25,63.57,69.38,83.16,98.81,98.81,57.48,50.38,36.84,48.7,43.05,1.2,29.56,73.28,90.02,64.41,31.45,93.32,93.86,93.24,91.57,92.29,92.77,95.54,98.44,98.76,99.03,98.67,98.48
