17.28,17.28,17.28,17.29,17.44,17.58,18.09,17.85,18.25,18.43,18.72,19.09,19.31,19.56,19.61,19.79,19.88,20.07,20.12,20.52,20.78,20.66,20.60,20.59,21.10,20.90,21.03,21.11,20.91,21.44
11.24,11.24,11.23,11.24,11.24,11.36,12.55,12.03,12.60,12.40,13.27,13.59,13.73,14.02,13.88,13.56,13.88,13.56,13.96,13.85,13.79,13.35,13.54,13.93,12.99,12.99,14.05,13.93,13.82,13.67
99.73,55.55,95.21,88.77,93.32,88.59,94.96,93.42,89.22,87.31,91.77,87.48,89.40,88.48,90.77,89.78,85.99,90.02,87.54,88.82,86.85,87.55,88.70,87.15,88.59,87.08,86.02,86.13,86.56,83.75
